"","peiid","phiid","hzname","genhz","hzdept","hzdepb","clay","silt","sand","fragvoltot","texture","texcl","lieutex","phfield","effclass","labsampnum","rupresblkdry","stickiness","plasticity","ksatpedon","texture_class","d_r","d_g","d_b","d_hue","d_value","d_chroma","d_sigma","m_r","m_g","m_b","m_hue","m_value","m_chroma","m_sigma","moist_soil_color","dry_soil_color","fine_gravel","gravel","cobbles","stones","boulders","channers","flagstones","parafine_gravel","paragravel","paracobbles","parastones","paraboulders","parachanners","paraflagstones","unspecified","total_frags_pct_nopf","total_frags_pct","art_fgr","art_gr","art_cb","art_st","art_by","art_ch","art_fl","art_unspecified","total_art_pct","huartvol_cohesive","huartvol_penetrable","huartvol_innocuous","huartvol_persistent","soil_color","hzID"
"153","338044","1516569","Bt2","Bt2",25,38,22,38,40,25,"L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.700098196975492,0.55750562253584,0.430767246056536,"7.5YR",6,4,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#B38E6E",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","159"
"154","338044","1516570","Bt3","Bt2",38,51,25,35,40,30,"GR-L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#987455",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","160"
"155","338044","1516571","BCt","BCt",51,58,25,35,40,50,"GRV-L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,NA,NA,NA,NA,4,6,NA,NA,"#987455",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"161"
"156","338044","1516572","R","Cr",58,201,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"162"
"157","338045","1516573","A","A",0,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"slightly hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"163"
"158","338045","1516574","BA","A",5,15,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"164"
"159","338045","1516575","Bt1","Bt1",15,25,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"slightly hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"165"
"160","338045","1516576","Bt2","Bt2",25,53,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"166"
"161","338045","1516577","Bt3","Bt2",53,69,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"167"
"162","338045","1516578","BC","Bt2",69,76,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"168"
"163","338045","1516579","R","R",76,210,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"169"
"164","338046","1516581","A","A",0,5,13,57,30,5,"SIL","sil",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"sil",0.661720463051364,0.57050450034118,0.453428968264025,"10YR",6,3,NA,0.458441503044524,0.365271239435283,0.254914528995781,"10YR",4,3,NA,"#755D41","#A99174",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#755D41","170"
"165","338046","1516582","BA","A",5,15,15,55,30,5,"SIL","sil",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"sil",0.661720463051364,0.57050450034118,0.453428968264025,"10YR",6,3,NA,0.47656989417364,0.360386968759021,0.214380265762959,"10YR",4,4,NA,"#7A5C37","#A99174",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5C37","171"
"166","338046","1516583","Bt1","Bt1",15,25,20,45,35,10,"L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.683382949203892,0.56568229972593,0.409892815571954,"10YR",6,4,NA,0.504304026655574,0.351893664615631,0.130120102552862,"10YR",4,6,NA,"#815A21","#AE9069",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#815A21","172"
"167","338046","1516584","Bt2","Bt2",25,41,20,45,35,45,"CBV-L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.683382949203892,0.56568229972593,0.409892815571954,"10YR",6,4,NA,0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,"#9D7338","#AE9069",0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,"#9D7338","173"
"168","338046","1516585","Bt3","Bt2",41,58,30,35,35,20,"GR-CL","cl",NA,NA,NA,NA,"hard","slightly sticky","slightly plastic",NA,"cl",0.683382949203892,0.56568229972593,0.409892815571954,"10YR",6,4,NA,0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,"#9D7338","#AE9069",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"#9D7338","174"
"169","338046","1516580","Bt4","Bt2",58,71,25,40,35,21,"GR-L","l",NA,NA,NA,NA,"hard","slightly sticky","slightly plastic",NA,"l",0.683382949203892,0.56568229972593,0.409892815571954,"10YR",6,4,NA,0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,"#9D7338","#AE9069",0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"#9D7338","175"
"170","338046","1516586","C","BCt",71,81,25,40,35,95,"PGRX-PG",NA,"pg",NA,NA,NA,NA,NA,NA,NA,"pg",NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,4,6,NA,NA,NA,0,0,0,0,0,0,0,0,65,30,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"176"
"171","338046","1516587","R","R",81,201,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"177"
"172","342445","1535056","A","A",0,9,14,51,35,2,"SIL","sil",NA,6.5,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"sil",0.382702209935083,0.256739122625714,0.150693611746242,"7.5YR",3,4,NA,0.364281351161047,0.263069585736217,0.184572315825368,"7.5YR",3,3,NA,"#5D432F","#624126",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"#5D432F","178"
"173","342445","1535057","Bt1","Bt1",9,27,18.5,47.4000015258789,34.0999984741211,6,"SIL","sil",NA,6.30000019073486,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"sil",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.478992036156709,0.354581735026589,0.282167032877258,"5YR",4,3,NA,"#7A5A48","#865728",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5A48","179"
"174","342445","1535058","Bt2","Bt2",27,45,21.3999996185303,46.4000015258789,32.2000007629395,45,"CBV-L","l",NA,6.40000009536743,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#865728",0,15,15,0,0,5,0,0,5,5,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","180"
"175","342445","1535059","Bt3","Bt2",45,74,23.3999996185303,44.7000007629395,31.8999996185303,38,"PGRV-CL","cl",NA,6.5,NA,NA,"slightly hard","moderately sticky","moderately plastic",NA,"cl",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#865728",0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","181"
"176","342445","1535060","BCt","BCt",74,97,26,41,33,65,"PGRX-L","l",NA,6.30000019073486,NA,NA,"slightly hard","moderately sticky","moderately plastic",NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,"#987455","#987455",0,10,0,0,0,5,0,0,50,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,"#987455","182"
"177","342445","1535061","Cr","Cr",97,110,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"183"
"178","342445","1535062","R","R",110,200,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"184"
"179","346008","1546920","A",NA,0,9,14,51,35,2,"SIL","sil",NA,6.5,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"sil",0.382702209935083,0.256739122625714,0.150693611746242,"7.5YR",3,4,NA,0.364281351161047,0.263069585736217,0.184572315825368,"7.5YR",3,3,NA,"#5D432F","#624126",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"#5D432F","185"
"180","346008","1546921","Bt1",NA,9,27,18,54,28,6,"SIL","sil",NA,6.30000019073486,NA,"09N03063","slightly hard","slightly sticky","slightly plastic",NA,"sil",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.478992036156709,0.354581735026589,0.282167032877258,"5YR",4,3,NA,"#7A5A48","#865728",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5A48","186"
"181","346008","1546922","Bt2",NA,27,45,22,46,32,45,"CBV-L","l",NA,6.40000009536743,NA,"09N03064","slightly hard","slightly sticky","slightly plastic",NA,"l",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#865728",0,15,15,0,0,5,0,0,5,5,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","187"
"182","346008","1546923","Bt3",NA,45,74,29,39,32,38,"PGRV-CL","cl",NA,6.5,NA,"09N03065","slightly hard","moderately sticky","moderately plastic",NA,"cl",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#865728",0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","188"
"183","346008","1546924","BCt",NA,74,97,26,41,33,65,"PGRX-L","l",NA,6.30000019073486,NA,NA,"slightly hard","moderately sticky","moderately plastic",NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,"#987455","#987455",0,10,0,0,0,5,0,0,50,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,"#987455","189"
"184","346008","1546925","Cr",NA,97,110,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"190"
"185","346008","1546926","R",NA,110,150,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"191"
"186","351695","1567536","A1","A",0,5,15,45,40,5,"L","l",NA,NA,NA,NA,"hard","slightly sticky","slightly plastic",NA,"l",0.700098196975492,0.55750562253584,0.430767246056536,"7.5YR",6,4,NA,0.492390943618931,0.352334011287413,0.231332849659204,"7.5YR",4,4,NA,"#7E5A3B","#B38E6E",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7E5A3B","192"
"187","351695","1567537","A2","A",5,12,15,45,40,5,"L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,0.382702209935083,0.256739122625714,0.150693611746242,"7.5YR",3,4,NA,"#624126","#987455",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#624126","193"
"188","351695","1567538","Bw1","Bt1",12,20,18,42,40,10,"L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",NA,NA,NA,NA,NA,NA,NA,0.492390943618931,0.352334011287413,0.231332849659204,"7.5YR",4,4,NA,"#7E5A3B",NA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7E5A3B","194"
"189","351695","1567539","Bw2","Bt2",20,41,20,40,40,12,"L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",NA,NA,NA,NA,NA,NA,NA,0.502631410365579,0.346240136796946,0.249955583871559,"5YR",4,4,NA,"#805840",NA,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"#805840","195"
"190","351695","1567540","Bw3","Bt3",41,56,20,40,40,25,"CB-L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",NA,NA,NA,NA,NA,NA,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F",NA,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","196"
"191","351695","1567541","BC","Bt3",56,66,22,38,40,72,"GRX-L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",NA,NA,NA,NA,NA,NA,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F",NA,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","197"
"192","351695","1567542","R","R",66,200,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"198"
"193","351700","1567571","Oi",NA,0,2,NA,NA,NA,0,"SPM",NA,"spm",NA,NA,NA,NA,NA,NA,NA,"spm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"199"
"194","351700","1567572","A",NA,2,13,25,50,25,55,"STV-L","l",NA,NA,NA,NA,"moderately hard","slightly sticky","slightly plastic",NA,"l",0.57017505329799,0.461791339000306,0.371728307746388,"7.5YR",5,3,NA,0.364281351161047,0.263069585736217,0.184572315825368,"7.5YR",3,3,NA,"#5D432F","#91765F",0,20,10,25,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,"#5D432F","200"
"195","351700","1567573","Bt1",NA,13,25,32,48,20,45,"CBV-CL","cl",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"cl",0.759709917687259,0.535518985781698,0.373617113895021,"5YR",6,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#C2895F",0,20,20,5,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","201"
"196","351700","1567574","2Bt2",NA,25,38,45,35,20,18,"GR-CL","cl",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"cl",NA,NA,NA,NA,NA,NA,NA,0.555086801669672,0.320543267324713,0.216246648044736,"2.5YR",4,6,NA,"#8E5237",NA,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8E5237","202"
"197","351700","1567575","2Bt3",NA,38,58,50,30,20,18,"GR-C","c",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"c",NA,NA,NA,NA,NA,NA,NA,0.664270315580355,0.42321548482365,0.310032717718429,"2.5YR",5,6,NA,"#A96C4F",NA,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"#A96C4F","203"
"198","351700","1567576","2Bt4",NA,58,76,50,30,20,25,"CB-C","c",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"c",NA,NA,NA,NA,NA,NA,NA,0.664270315580355,0.42321548482365,0.310032717718429,"2.5YR",5,6,NA,"#A96C4F",NA,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"#A96C4F","204"
"199","351700","1567577","2Bt5",NA,76,92,50,30,20,35,"ST-C","c",NA,NA,NA,NA,NA,NA,NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,0.710877305456764,0.400734422930038,0.242284575495577,"2.5YR",5,8,NA,"#B5663E",NA,0,15,5,15,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,"#B5663E","205"
"200","351700","1567578","2R",NA,92,201,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"206"
"201","351701","1567579","A","A",0,8,25,35,40,30,"CB-L","l",NA,NA,NA,NA,"hard","slightly sticky","slightly plastic",NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,0.382702209935083,0.256739122625714,0.150693611746242,"7.5YR",3,4,NA,"#624126","#987455",0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"#624126","207"
"202","351701","1567580","BA","A",8,18,28,32,40,25,"GR-CL","cl",NA,NA,NA,NA,"hard","slightly sticky","slightly plastic",NA,"cl",NA,NA,NA,NA,NA,NA,NA,0.471354415000155,0.358982747804929,0.268153002774733,"7.5YR",4,3,NA,"#785C44",NA,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"#785C44","208"
"203","351701","1567581","2Bt1","Bt1",18,30,34,36,30,12,"CL","cl",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"cl",NA,NA,NA,NA,NA,NA,NA,0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,"#865728",NA,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"#865728","209"
"204","351701","1567582","2Bt2","Bt2",30,51,40,30,30,10,"C","c",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"c",NA,NA,NA,NA,NA,NA,NA,0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,"#865728",NA,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#865728","210"
"205","351701","1567583","2Bt3","Bt2",51,71,38,22,40,13,"CL","cl",NA,NA,NA,NA,"hard","moderately sticky","moderately plastic",NA,"cl",NA,NA,NA,NA,NA,NA,NA,0.47656989417364,0.360386968759021,0.214380265762959,"10YR",4,4,NA,"#7A5C37",NA,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5C37","211"
"206","351701","1567584","2Bt4","Bt3",71,89,50,25,25,10,"C","c",NA,NA,NA,NA,NA,NA,NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,0.427315768637546,0.377984207424491,0.239582754062506,"5Y",4,3,NA,"#6D603D",NA,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#6D603D","212"
"207","351701","1567585","2R","R",89,200,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"213"
"208","351703","1567594","A","A",0,2,18,41,41,5,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.594727164999519,0.454786398665666,0.332512492971081,"7.5YR",5,4,NA,0.382702209935083,0.256739122625714,0.150693611746242,"7.5YR",3,4,NA,"#624126","#987455",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#624126","214"
"209","351703","1567595","BA","A",2,10,20,50,30,5,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.675370359757016,0.564057409285684,0.46963334641188,"7.5YR",6,3,NA,0.478992036156709,0.354581735026589,0.282167032877258,"5YR",4,3,NA,"#7A5A48","#AC9078",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5A48","215"
"210","351703","1567596","Bw","Bt1",10,28,20,45,35,70,"CBX-L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.700098196975492,0.55750562253584,0.430767246056536,"7.5YR",6,4,NA,0.502631410365579,0.346240136796946,0.249955583871559,"5YR",4,4,NA,"#805840","#B38E6E",0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,"#805840","216"
"211","351703","1567597","Bt1","Bt1",28,53,25,40,35,10,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.709098896682575,0.552367117726677,0.448618386225263,"5YR",6,4,NA,0.511091705672029,0.340428718000798,0.271378477936067,"2.5YR",4,4,NA,"#825745","#B58D72",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#825745","217"
"212","351703","1567598","Bt2","Bt2",53,74,30,35,35,5,"CL","cl",NA,NA,NA,NA,NA,NA,NA,NA,"cl",0.603281399550444,0.449763382296522,0.349932248501304,"5YR",5,4,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#9A7359",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","218"
"213","351703","1567599","Bt3","Bt2",74,84,45,25,30,5,"C","c",NA,NA,NA,NA,NA,NA,NA,NA,"c",0.69379,0.56045,0.42547,"7.5YR",6,4,0.00946906710009022,0.48713,0.35488,0.22879,"7.5YR",4,4,0.0074853866684303,"#7C5A3A","#B18F6C",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7C5A3A","219"
"214","351703","1567600","BCt","BCt",84,92,45,25,30,5,"C","c",NA,NA,NA,NA,NA,NA,NA,NA,"c",0.661720463051364,0.57050450034118,0.453428968264025,"10YR",6,3,NA,0.562037163004396,0.470285741958827,0.297278351249879,"2.5Y",5,4,NA,"#8F784C","#A99174",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8F784C","220"
"215","351703","1567601","R","R",92,201,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"221"
"216","351716","1567688","A","A",0,10,18,NA,NA,51,"GRV-L","l",NA,NA,NA,NA,"slightly hard","slightly sticky","slightly plastic",NA,"l",0.603281399550444,0.449763382296522,0.349932248501304,"5YR",5,4,NA,0.502631410365579,0.346240136796946,0.249955583871559,"5YR",4,4,NA,"#805840","#9A7359",0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,"#805840","222"
